,query_id,Used Sources (cited),Question,Output (cited),Output,Sent (cited),Sent,Citation Dict,Abstention Type,op,All Sources,All URLs,All Sources (cited),Fluency Rating,Perceived Utility Rating,n-gram precision,Citation Count,n sentences,uuid,annotator_id,first_human_fluency_rating,first_human_utility_rating,t2v_precision,t2v_coverage,timestamp,precise_citations,is_covered,Sentences Need Citation,human_fluency_rating,human_utility_rating
126,122,"[""http://www.thefilmfile.com/reviews/a/02_antwonefisher.htm\n\x1b[92m[2] Most viewers walking into 'Antwone Fisher' will, first and foremost, be curious to see if Denzel Washington—making his directorial debut—is as solid a filmmaker as he is an actor.\x1b[0m While the jury may still be out on this question until he makes a follow-up picture, he certainly avoids embarrassing himself. Washington has crafted a low-key, intimate drama with enough strengths within its characters and their relationships to make it a well-spent two hours. Ultimately, the overly schmaltzy and ironic ending brings down its lasting impression a notch or two, but 'Antwone Fisher' still stands as a minor success. "", ""https://en.wikipedia.org/wiki/Antwone_Fisher_(film)\n\x1b[92m[1] Antwone Fisher is a 2002 American biographical drama film directed by and starring Denzel Washington in his film directing debut.\x1b[0m Washington stars in the film as the psychiatrist Jerome Davenport, alongside Hollywood newcomer Derek Luke, who plays the title role (and personally knew the real Antwone Fisher), and former model Joy Bryant, as Fisher's girlfriend. The film marked Luke's film debut. The film is inspired by a true story, with the real Antwone Fisher credited as the screenwriter and is based on his autobiographical book Finding Fish. The film was produced by Todd Black, Randa Haines, and Washington and features a soundtrack by Mychael Danna. Black was first inspired to make the film upon hearing the story from Fisher, who was then working as a security guard at Sony Pictures Studios. Plot "", ""Antwone Fisher (film)\n\x1b[92m[0] Antwone Fisher is a 2002 American biographical drama film directed by and starring Denzel Washington in his feature film directorial debut.\x1b[0m He also stars in the film as the psychiatrist Jerome Davenport, alongside Hollywood newcomer Derek Luke, who plays the title role( and personally knew the real Antwone Fisher), and ex-model Joy Bryant, as Fisher's girlfriend. \x1b[92m[3] The film is inspired by a true story, with the real Antwone Fisher credited as the screenwriter, and is based on his autobiographical book' Finding Fish'.\x1b[0m The film was produced by Todd Black, Randa Haines, and Washington and features a soundtrack by Mychael Danna. Black was first inspired to make the film upon hearing the story from Fisher, who was then working as a security guard at Sony Pictures Studios. "", ""Denzel Washington\nDenzel Hayes Washington Jr. (born December 28, 1954) is an American actor, director, and producer. He has received two Golden Globe awards, one Tony Award, and two Academy Awards: Best Supporting Actor for the historical war drama film 'Glory' (1989) and Best Actor for his role as corrupt detective Alonzo Harris in the crime thriller 'Training Day' (2001). Washington has received much critical acclaim for his film work since the 1980s, including his portrayals of real-life figures such as South African anti-apartheid activist Steve Biko in 'Cry Freedom' (1987), Muslim minister and human rights activist Malcolm X in 'Malcolm X' (1992), boxer Rubin 'Hurricane' Carter in 'The Hurricane' (1999), football coach Herman Boone in 'Remember the Titans' (2000), poet and educator Melvin B. Tolson in 'The Great Debaters' (2007), and drug kingpin Frank Lucas in 'American Gangster' (2007). He has been a featured actor in films produced by Jerry Bruckheimer and has been a frequent collaborator of directors Spike Lee, Antoine Fuqua, and Tony Scott. In 2016, he received the Cecil B. DeMille Lifetime Achievement Award at the 73rd Golden Globe Awards. \x1b[92m[4] In 2002, Washington made his directorial debut with the biographical film 'Antwone Fisher'.\x1b[0m His second directorial effort was 'The Great Debaters' (2007). His third film, 'Fences' (2016), in which he also starred, was nominated for the Academy Award for Best Picture. ""]","Which film has the director born first, Heaven Is Ours or Antwone Fisher (Film)?","Antwone Fisher, directed by Denzel Washington, has the director born first compared to Heaven Is Ours [92m[0][0m[92m[1][0m[92m[2][0m[92m[3][0m[92m[4][0m.","Antwone Fisher, directed by Denzel Washington, has the director born first compared to Heaven Is Ours.","['Antwone Fisher, directed by Denzel Washington, has the director born first compared to Heaven Is Ours \x1b[92m[0]\x1b[0m\x1b[92m[1]\x1b[0m\x1b[92m[2]\x1b[0m\x1b[92m[3]\x1b[0m\x1b[92m[4]\x1b[0m.']","['Antwone Fisher, directed by Denzel Washington, has the director born first compared to Heaven Is Ours.']","{'0': {'citation_numbers': [0, 1, 2, 3, 4]}}",No Failure,Post Hoc,,,,,,,,,173,JDbKqDU0kVcpzSa,3,3,[22.9511442184448],[5.71330332756042],2024-09-04 18:57:58.65327+00,"[{""annotations"":[1,1,1,1,1],""sentence_id"":0}]","[{""coverage"":1,""sentence_id"":0}]",[True],3,3
127,245,[],"Are both movies, Darkman and The Marriage Cheat, from the same country?","Yes, both movies, Darkman and The Marriage Cheat, are from the same country. They were both produced in the United States.","Yes, both movies, Darkman and The Marriage Cheat, are from the same country. They were both produced in the United States.","['Yes, both movies, Darkman and The Marriage Cheat, are from the same country.', 'They were both produced in the United States.']","['Yes, both movies, Darkman and The Marriage Cheat, are from the same country.', 'They were both produced in the United States.']","{'0': {'citation_numbers': []}, '1': {'citation_numbers': []}}",No Failure,Gemini,,,,,,,,,375,DO1DhOd0kwIHrgb,3,3,[],[],2024-09-04 19:47:55.761271+00,"[{""annotations"":[],""sentence_id"":0},{""annotations"":[],""sentence_id"":1}]","[{""coverage"":-1,""sentence_id"":0},{""coverage"":-1,""sentence_id"":1}]","[True, True]",3,3
128,199,[],Are Parola and Murj-e Shahrak located in the same country?,"Yes, Parola and Murj-e Shahrak are both located in Iran.","Yes, Parola and Murj-e Shahrak are both located in Iran.","['Yes, Parola and Murj-e Shahrak are both located in Iran.']","['Yes, Parola and Murj-e Shahrak are both located in Iran.']",{'0': {'citation_numbers': []}},No Failure,Gemini,,,,,,,,,322,6gbJojnMbJMuo9Z,3,3,[],[],2024-09-04 19:29:39.13483+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
129,231,[],"Do both films, Daytime Wives and Adela (2000 Film), have the directors who are from the same country?","No. Daytime Wives was directed by Émile Chautard, a French director, while Adela was directed by Eduardo Mignogna, an Argentine director. Therefore, the directors of the two films are from different countries.","No. Daytime Wives was directed by Émile Chautard, a French director, while Adela was directed by Eduardo Mignogna, an Argentine director. Therefore, the directors of the two films are from different countries.","['No.', 'Daytime Wives was directed by Émile Chautard, a French director, while Adela was directed by Eduardo Mignogna, an Argentine director.', 'Therefore, the directors of the two films are from different countries.']","['No.', 'Daytime Wives was directed by Émile Chautard, a French director, while Adela was directed by Eduardo Mignogna, an Argentine director.', 'Therefore, the directors of the two films are from different countries.']","{'0': {'citation_numbers': []}, '1': {'citation_numbers': []}, '2': {'citation_numbers': []}}",No Failure,Gemini,,,,,,,,,380,JDbKqDU0kVcpzSa,3,3,[],[],2024-09-04 19:52:07.908043+00,"[{""annotations"":[],""sentence_id"":0},{""annotations"":[],""sentence_id"":1},{""annotations"":[],""sentence_id"":2}]","[{""coverage"":-1,""sentence_id"":0},{""coverage"":-1,""sentence_id"":1},{""coverage"":-1,""sentence_id"":2}]","[False, True, True]",3,3
130,153,"[""https://en.wikipedia.org/wiki/Hugo_Santiago#:~:text=Born%20in%20Buenos%20Aires%2C%20Argentina,studied%20Literature%2C%20Philosophy%20and%20Music.\nbruary 2018) (Learn how and when to remove this message) This article relies largely or entirely on a single source. Relevant discussion may be found on the talk page. Please help improve this article by introducing citations to additional sources.Find sources: 'Hugo Santiago' – news · newspapers · books · scholar · JSTOR (February 2018) (Learn how and when to remove this message) Hugo Santiago Muchnick Hugo Santiago Muchnick (12 December 1939 – 27 February 2018) was an Argentine film director. \x1b[92m[1] Born in Buenos Aires, Argentina and lived in France from 1959 until his death in 2018. Santiago\x1b[0m studied Literature, Philosophy and Music. From 1959-66 he was assistant director to Robert Bresson. In 1969, he made his first feature film Invasión in his native Argentina based on an idea by celebrated writers Adolfo Bioy Casares and Jorge Luis Borges, who also co-wrote the script. Adolfo Bioy Casares described the film in May 1969 as follows:'Invasión modernises the theme of The Iliad: it does not""]",Where was the director of film The Others (1974 Film) born?,"The director of the 1974 film ""The Others,"" Hugo Santiago, was born in Buenos Aires, Argentina [92m[1][0m.","The director of the 1974 film ""The Others,"" Hugo Santiago, was born in Buenos Aires, Argentina.","['The director of the 1974 film ""The Others,"" Hugo Santiago, was born in Buenos Aires, Argentina \x1b[92m[1]\x1b[0m.']","['The director of the 1974 film ""The Others,"" Hugo Santiago, was born in Buenos Aires, Argentina.']",{'0': {'citation_numbers': [1]}},No Failure,Gemini,,,,,,,,,205,JDbKqDU0kVcpzSa,3,3,[5.77350687980652],[11.9593074321747],2024-09-04 19:03:40.226855+00,"[{""annotations"":[1],""sentence_id"":0}]","[{""coverage"":1,""sentence_id"":0}]",[True],3,3
131,181,[],What nationality is the director of film Behind The Door (Film)?,"The director of the film ""Behind The Door"" is of Hungarian nationality.","The director of the film ""Behind The Door"" is of Hungarian nationality.","['The director of the film ""Behind The Door"" is of Hungarian nationality.']","['The director of the film ""Behind The Door"" is of Hungarian nationality.']",{'0': {'citation_numbers': []}},No Failure,Post Hoc,,,,,,,,,269,eQBKoJjNAPP7V6Z,3,3,[],[],2024-09-04 19:17:04.873134+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
132,184,[],Where did the director of film The Ghost Patrol die?,"The director of the film ""The Ghost Patrol,"" Sam Newfield, died in Hollywood, California, in 1964.","The director of the film ""The Ghost Patrol,"" Sam Newfield, died in Hollywood, California, in 1964.","['The director of the film ""The Ghost Patrol,"" Sam Newfield, died in Hollywood, California, in 1964.']","['The director of the film ""The Ghost Patrol,"" Sam Newfield, died in Hollywood, California, in 1964.']",{'0': {'citation_numbers': []}},No Failure,Gemini,,,,,,,,,272,gKMqFz1xmDEbCM8,3,3,[],[],2024-09-04 19:18:11.264015+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
133,240,[],"Do both films, Infinitely Polar Bear and His House In Order (1920 Film), have the directors who are from the same country?","Yes, both films, Infinitely Polar Bear and His House In Order, have directors who are from the same country. Maya Forbes, the director of Infinitely Polar Bear, and Hugh Ford, the director of His House In Order, are both American.","Yes, both films, Infinitely Polar Bear and His House In Order, have directors who are from the same country. Maya Forbes, the director of Infinitely Polar Bear, and Hugh Ford, the director of His House In Order, are both American.","['Yes, both films, Infinitely Polar Bear and His House In Order, have directors who are from the same country.', 'Maya Forbes, the director of Infinitely Polar Bear, and Hugh Ford, the director of His House In Order, are both American.']","['Yes, both films, Infinitely Polar Bear and His House In Order, have directors who are from the same country.', 'Maya Forbes, the director of Infinitely Polar Bear, and Hugh Ford, the director of His House In Order, are both American.']","{'0': {'citation_numbers': []}, '1': {'citation_numbers': []}}",No Failure,Gemini,,,,,,,,,361,DO1DhOd0kwIHrgb,3,3,[],[],2024-09-04 19:42:47.416114+00,"[{""annotations"":[],""sentence_id"":0},{""annotations"":[],""sentence_id"":1}]","[{""coverage"":-1,""sentence_id"":0},{""coverage"":-1,""sentence_id"":1}]","[True, True]",3,3
134,100,"[""https://www.wikitree.com/wiki/Richardson-15054\n1.9 International Career 1.10 Later Years 1.11 Death 2 Research Notes 2.1 Census 2.1.1 April 1911 Census 2.1.2 September 1939 Register 3 Sources Biography Ralph Richardson is Notable. \x1b[92m[0] Early life Ralph David Richardson was born in Tivoli Road, Tivoli, Cheltenham, Gloucestershire, England on 19th December 1902.\x1b[0m[1][2][3] Ralph's birth was registered[4][5] during the first quarter of 1903 in the district of Cheltenham. He was the youngest of the three sons of Arthur Richardson (1866-1928) and his wife, Lydia Susie (Russell) Richardson (1870-abt.1953). His brothers were Christopher Richardson (1893-1932) and Ambrose Richardson (1896-1971). "", ""Ralph Richardson\n\x1b[92m[1] Sir Ralph David Richardson (19 December 1902 – 10 October 1983) was an English actor who, along with his contemporaries Peggy Ashcroft, John Gielgud, and Laurence Olivier, dominated the British stage of the mid-20th century.\x1b[0m He worked in films throughout most of his career, and played more than sixty cinema roles. From an artistic but not theatrical background, Richardson had no thought of a stage career until a production of 'Hamlet' in Brighton inspired him to become an actor. He learned his craft in the 1920s with a touring company and later the Birmingham Repertory Theatre. In 1931 he joined the Old Vic, playing mostly Shakespearean roles. He led the company the following season, succeeding Gielgud, who had taught him much about stage technique. After he left the company, a series of leading roles took him to stardom in the West End and on Broadway. \x1b[92m[3] In the 1940s, together with Olivier and John Burrell, Richardson was the co-director of the Old Vic company.\x1b[0m There, his most celebrated roles included Peer Gynt and Falstaff. He and Olivier led the company to Europe and Broadway in 1945 and 1946, before their success provoked resentment among the governing board of the Old Vic, leading to their dismissal from the company in 1947. In the 1950s, in the West End and occasionally on tour, Richardson played in modern and classic works including 'The HeiressHome at Seven', and 'Three Sisters'. He continued on stage and in films until shortly before his sudden death at the age of eighty. He was celebrated in later years for his work with Peter Hall's National Theatre and his frequent stage partnership with Gielgud. He was not known for his portrayal of the great tragic roles in the classics, preferring character parts in old and new plays. \x1b[92m[2] Richardson's film career began as an extra in 1931.\x1b[0m He was soon cast in leading roles in British and American films including 'Things to Come' (1936), 'The Fallen Idol' (1948), 'Long Day's Journey into Night' (1962) and 'Doctor Zhivago' (1965). He received nominations and awards in the UK, Europe and the US for his stage and screen work from 1948 until his death. Richardson was twice nominated for the Academy Award for Best Supporting Actor, first for 'The Heiress' (1949) and again (posthumously) for his final film,  (1984). Throughout his career, and increasingly in later years, Richardson was known for his eccentric behaviour on and off stage. He was often seen as detached from conventional ways of looking at the world, and his acting was regularly described as poetic or magical. ""]",When was Meriel Forbes's husband born?,"Meriel Forbes's husband, Ralph Richardson, was born on December 19, 1902 [92m[0][0m[92m[1][0m[92m[2][0m[92m[3][0m.","Meriel Forbes's husband, Ralph Richardson, was born on December 19, 1902.","[""Meriel Forbes's husband, Ralph Richardson, was born on December 19, 1902 \x1b[92m[0]\x1b[0m\x1b[92m[1]\x1b[0m\x1b[92m[2]\x1b[0m\x1b[92m[3]\x1b[0m.""]","[""Meriel Forbes's husband, Ralph Richardson, was born on December 19, 1902.""]","{'0': {'citation_numbers': [0, 1, 2, 3]}}",No Failure,Post Hoc,,,,,,,,,116,JDbKqDU0kVcpzSa,3,3,[5.90079474449158],[40.3411374092102],2024-09-04 18:42:50.066586+00,"[{""annotations"":[1,1,1,1],""sentence_id"":0}]","[{""coverage"":1,""sentence_id"":0}]",[True],3,3
135,185,"[""https://www.english-heritage.org.uk/visit/blue-plaques/alfred-hitchcock/#:~:text=Early%20Career,Leytonstone%2C%20east%20London%20in%201899.\n9-1980 Film Director lived here 1926-1939 Material Ceramic Sir Alfred Hitchcock is one of the most celebrated filmmakers in the history of cinema. He is commemorated with a blue plaque at 153 Cromwell Road in South Kensington, where he lived between 1926 and 1939. It was his first home after marrying Alma Reville and they remained living there for the first 13 years of his career in film, before moving to Hollywood. Alfred Hitchcock photographed in July 25, 1962 © CBS Photo Archive/Getty Images \x1b[92m[1] Early Career Hitchcock was born in Leytonstone, east London in 1899.\x1b[0m The youngest of the three children of William Hitchcock (1862–1914), a greengrocer, and his wife, Emma Jane Whelan (1863–1942), he was an isolated, tubby child, with few school friends. Hitchcock made his debut as a director of feature films with The Pleasure Garden (1925) and four years later he directed Blackmail, the first British full-length ‘talkie', in which he made one of his trademark cameo appearances. Hitchcock marrie""]",What is the place of birth of the director of film Rope (Film)?,"The director of the film Rope, Alfred Hitchcock, was born in Leytonstone, London, England [92m[1][0m.","The director of the film Rope, Alfred Hitchcock, was born in Leytonstone, London, England.","['The director of the film Rope, Alfred Hitchcock, was born in Leytonstone, London, England \x1b[92m[1]\x1b[0m.']","['The director of the film Rope, Alfred Hitchcock, was born in Leytonstone, London, England.']",{'0': {'citation_numbers': [1]}},No Failure,Gemini,,,,,,,,,274,eQBKoJjNAPP7V6Z,3,3,[2.18089437484741],[56.2359883785248],2024-09-04 19:18:16.745505+00,"[{""annotations"":[1],""sentence_id"":0}]","[{""coverage"":0,""sentence_id"":0}]",[True],3,3
136,262,"[""https://www.britannica.com/biography/John-Schlesinger#:~:text=John%20Schlesinger%20(born%20February%2016,director%20known%20for%20a%20wide\nhael Barson Fact-checked by The Editors of Encyclopaedia Britannica Encyclopaedia Britannica's editors oversee subject areas in which they have extensive knowledge, whether from years of experience gained by working on that content or via study for an advanced degree. They write new content and verify and edit content received from contributors. The Editors of Encyclopaedia Britannica Last Updated: Jul 21, 2024 • Article History Table of Contents Quick Facts In full: John Richard Schlesinger (Sh\x1b[92m[1] ow more) Born: February 16, 1926, London, England (Show more) Died: July 25, 2003, Palm Springs, Californ\x1b[0mia, U.S. (aged 77) (Show more) Awards And Honors: Academy Award (1970) (Show more) Notable Works: 'Darling' 'Far from the Madding Crowd' 'Midnight Cowboy' 'Sunday Bloody Sunday' (Show more) See all related content → Ask the Chatbot a Question Ask the Chatbot a Question John Schlesinger (born February 16, 1926, London, England—died July 25, 2003, Palm Springs, California, U.S.) was an English""]",When was the director of film The Believers born?,"The director of the film ""The Believers,"" John Schlesinger, was born on February 16, 1926 [92m[1][0m.","The director of the film ""The Believers,"" John Schlesinger, was born on February 16, 1926.","['The director of the film ""The Believers,"" John Schlesinger, was born on February 16, 1926 \x1b[92m[1]\x1b[0m.']","['The director of the film ""The Believers,"" John Schlesinger, was born on February 16, 1926.']",{'0': {'citation_numbers': [1]}},No Failure,Gemini,,,,,,,,,418,6Sv6UKRuroNlZ0v,3,3,[9.19317102432251],[36.107236623764],2024-09-04 20:39:15.86828+00,"[{""annotations"":[1],""sentence_id"":0}]","[{""coverage"":0,""sentence_id"":0}]",[True],3,3
137,158,[],"Which album was released first, Naturalness (Dal Shabet EP) or Black'n'Roll?",Naturalness (Dal Shabet EP) was released before Black'n'Roll.,Naturalness (Dal Shabet EP) was released before Black'n'Roll.,"[""Naturalness (Dal Shabet EP) was released before Black'n'Roll.""]","[""Naturalness (Dal Shabet EP) was released before Black'n'Roll.""]",{'0': {'citation_numbers': []}},No Failure,Gemini,,,,,,,,,215,eQBKoJjNAPP7V6Z,3,3,[],[],2024-09-04 19:05:29.202251+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
138,74,[],Are Harrison High School (New York) and Vit High School both located in the same country?,"Yes, Harrison High School (New York) and Vit High School are both located in the United States.","Yes, Harrison High School (New York) and Vit High School are both located in the United States.","['Yes, Harrison High School (New York) and Vit High School are both located in the United States.']","['Yes, Harrison High School (New York) and Vit High School are both located in the United States.']",{'0': {'citation_numbers': []}},No Failure,Gemini,,,,,,,,,35,4mI9lIjKHyuqizb,3,3,[],[],2024-09-04 18:17:19.290809+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
139,80,"[""https://m.imdb.com/name/nm0166836/bio/\nnited States)Partially supportedFrançais (Canada)Français (France)Deutsch (Deutschland)हिंदी (भारत)Italiano (Italia)Português (Brasil)Español (España)Español (México)AllAllWatchlistSign InENFully supportedEnglish (United States)Partially supportedFrançais (Canada)Français (France)Deutsch (Deutschland)हिंदी (भारत)Italiano (Italia)Português (Brasil)Español (España)Español (México)Use app BackBiographyTriviaIMDbProAll topicsBiographyEdward F. ClineJump toOverview (3)Mini Bio (1)Family (1)Trivia (4)\x1b[92m[1] Quotes (1)EditOverviewBornNovember 7, 1891 · Kenosha, Wisconsin, USADiedMay 22, 1961 · Hollywood, California, USA (cirrhosis)Birth nameEdward Fran\x1b[0mcis ClineMini BioEdward 'Eddie' Cline began his career in the film business as one of the Keystone Kops. The former vaudevillian appeared sporadically in films as an actor until 1922, but became increasingly active behind the camera as a gagman and scenario writer for Mack Sennett. From 1916 he worked on a steady stream of two-reelers, either as direct""]",Which country the director of film Flirty Four-Flushers is from?,"The director of the film ""Flirty Four-Flushers,"" Edward F. Cline, is from the United States [92m[1][0m.","The director of the film ""Flirty Four-Flushers,"" Edward F. Cline, is from the United States.","['The director of the film ""Flirty Four-Flushers,"" Edward F. Cline, is from the United States \x1b[92m[1]\x1b[0m.']","['The director of the film ""Flirty Four-Flushers,"" Edward F. Cline, is from the United States.']",{'0': {'citation_numbers': [1]}},No Failure,Gemini,,,,,,,,,74,eQBKoJjNAPP7V6Z,3,3,[2.64799380302429],[28.3146131038666],2024-09-04 18:31:52.84789+00,"[{""annotations"":[1],""sentence_id"":0}]","[{""coverage"":1,""sentence_id"":0}]",[True],3,3
140,243,"['https://www.imdb.com/title/tt0006958/\neal that will make money for both of them. However, shady land speculator Wade Dempster plots to get Claiborne drunk an... Read allMary Lane and her cousin Claiborne want to sell some land left to them by their family. Real-estate agent Roland Manning falls in love with her, and prepares a deal that will make money for both of them. However, shady land speculator Wade Dempster plots to get Claiborne drunk and swindle him out of the land. In order to get the honest Roland out of the way, he has h\x1b[92m[1] i... Read allDirectorEdgar JonesWriterRichard BarryStarsMary Miles MinterFrank DeVernonRussell Simp\x1b[0msonSee production info at IMDbProYOUR RATINGRateDirectorEdgar JonesWriterRichard BarryStarsMary Miles MinterFrank DeVernonRussell Simpson1User reviewSee production info at IMDbProSee production info at IMDbPro PhotosAdd photo Top cast8EditMary Miles MinterMary LaneFrank DeVernonClaiborne Ogilvie LaneRussell SimpsonPeter NelsonSchuyler LaddOscar NelsonFerdinand TidmarshWade DempsterMyra BrooksAunt B']",Which country the director of film Lovely Mary is from?,"The director of the 1916 film ""Lovely Mary"" was Edgar Jones, who was an American actor and filmmaker [92m[1][0m.","The director of the 1916 film ""Lovely Mary"" was Edgar Jones, who was an American actor and filmmaker.","['The director of the 1916 film ""Lovely Mary"" was Edgar Jones, who was an American actor and filmmaker \x1b[92m[1]\x1b[0m.']","['The director of the 1916 film ""Lovely Mary"" was Edgar Jones, who was an American actor and filmmaker.']",{'0': {'citation_numbers': [1]}},No Failure,Gemini,,,,,,,,,370,DO1DhOd0kwIHrgb,3,3,[30.7066028118134],[33.7998046875],2024-09-04 19:46:48.313896+00,"[{""annotations"":[0],""sentence_id"":0}]","[{""coverage"":0,""sentence_id"":0}]",[True],3,3
141,75,"['https://en.wikipedia.org/wiki/The_Wager_(2007_film)\n\x1b[92m[2] 2007 American filmThe WagerDirected byJudson Pearce MorganWritten byJudson Pearce Morgan\t(screenplay)Bill Myers (book)Produced byElizabeth Hatcher-TravisMichael ScottDavid A.R.\x1b[0m \x1b[92m[1] WhiteRussell WolfeStarringRandy TravisJude CiccolellaNancy StaffordNancy ValenKelly OvertonBronson PinchotCandace Cameron BureDoug JonesCinematographyTodd BarronEdited byJudson Pearce MorganMarcos SorianoProductioncompanyBlazing Sun ProductionsDistributed byPure Flix EntertainmentRelease date June 15, 2007 (2007-06-15) CountryUnited StatesLanguageEnglish The Wager is a 2007 Christian drama film, directed by Judson Pearce Morgan and starring Randy Travis, Jude Ciccolella and Candace Cameron Bure.\x1b[0m It was based on the novel The Wager by Bill Myers. Billy DaMota did casting for the film. Synopsis ', 'Judson Pearce Morgan\n\x1b[92m[0] Judson Pearce Morgan is an American actor, film producer and director.\x1b[0m ']",Which country the director of film The Wager (2007 Film) is from?,"The director of the film ""The Wager"" (2007), Judson Pearce Morgan, is from the United States [92m[0][0m[92m[1][0m[92m[2][0m.","The director of the film ""The Wager"" (2007), Judson Pearce Morgan, is from the United States.","['The director of the film ""The Wager"" (2007), Judson Pearce Morgan, is from the United States \x1b[92m[0]\x1b[0m\x1b[92m[1]\x1b[0m\x1b[92m[2]\x1b[0m.']","['The director of the film ""The Wager"" (2007), Judson Pearce Morgan, is from the United States.']","{'0': {'citation_numbers': [0, 1, 2]}}",No Failure,Post Hoc,,,,,,,,,77,JDbKqDU0kVcpzSa,3,3,[10.8652732372284],[85.3484041690826],2024-09-04 18:32:11.090229+00,"[{""annotations"":[1,1,1],""sentence_id"":0}]","[{""coverage"":1,""sentence_id"":0}]",[True],3,3
142,75,[],Which country the director of film The Wager (2007 Film) is from?,"The director of the film ""The Wager"" (2007), Judson Pearce Morgan, is from the United States.","The director of the film ""The Wager"" (2007), Judson Pearce Morgan, is from the United States.","['The director of the film ""The Wager"" (2007), Judson Pearce Morgan, is from the United States.']","['The director of the film ""The Wager"" (2007), Judson Pearce Morgan, is from the United States.']",{'0': {'citation_numbers': []}},No Failure,Gemini,,,,,,,,,67,lCEp5abdrghSE78,3,3,[],[],2024-09-04 18:29:37.415175+00,"[{""annotations"":[],""sentence_id"":0}]","[{""coverage"":-1,""sentence_id"":0}]",[True],3,3
143,136,[],Do both films Half an Hour and In the Name of the King 3: The Last Mission have the directors that share the same nationality?,"No, the directors of ""Half an Hour"" and ""In the Name of the King 3: The Last Mission"" do not share the same nationality. While ""Half an Hour"" is directed by a French filmmaker, ""In the Name of the King 3: The Last Mission"" is directed by a German filmmaker.","No, the directors of ""Half an Hour"" and ""In the Name of the King 3: The Last Mission"" do not share the same nationality. While ""Half an Hour"" is directed by a French filmmaker, ""In the Name of the King 3: The Last Mission"" is directed by a German filmmaker.","['No, the directors of ""Half an Hour"" and ""In the Name of the King 3: The Last Mission"" do not share the same nationality.', 'While ""Half an Hour"" is directed by a French filmmaker, ""In the Name of the King 3: The Last Mission"" is directed by a German filmmaker.']","['No, the directors of ""Half an Hour"" and ""In the Name of the King 3: The Last Mission"" do not share the same nationality.', 'While ""Half an Hour"" is directed by a French filmmaker, ""In the Name of the King 3: The Last Mission"" is directed by a German filmmaker.']","{'0': {'citation_numbers': []}, '1': {'citation_numbers': []}}",No Failure,Gemini,,,,,,,,,165,4mI9lIjKHyuqizb,3,3,[],[],2024-09-04 18:56:01.075479+00,"[{""annotations"":[],""sentence_id"":0},{""annotations"":[],""sentence_id"":1}]","[{""coverage"":-1,""sentence_id"":0},{""coverage"":-1,""sentence_id"":1}]","[True, True]",3,3
144,151,"[""https://www.imdb.com/name/nm0861703/bio/\nlish (United States)Partially supportedFrançais (Canada)Français (France)Deutsch (Deutschland)हिंदी (भारत)Italiano (Italia)Português (Brasil)Español (España)Español (México)AllAllWatchlistSign InENFully supportedEnglish (United States)Partially supportedFrançais (Canada)Français (France)Deutsch (Deutschland)हिंदी (भारत)Italiano (Italia)Português (Brasil)Español (España)Español (México)Use app BackBiographyAwardsTriviaFAQIMDbProAll topicsBiographyRichard ThorpeJump toOverview (4)Mini Bio (2)Famil\x1b[92m[1] y (1)Trivia (3)EditOverviewBornFebruary 24, 1896 · Hutchinson, Kansas, USADiedMay 1, 1991 · Palm Springs, California, USA (age related causes)Birth n\x1b[0mameRollo Smolt ThorpeHeight6′ (1.83 m)Mini BioAfter working in vaudeville, on the stage and in early movies, Richard Thorpe launched his directing career in 1923. After directing dozens of low-budget comedies and westerns, his talents were recognized in the mid-'30s when he went to work for MGM. Studio chief Louis B. Mayer valued efficiency in his d""]",Which country the director of film Full Speed (1925 Film) is from?,"The director of the 1925 film ""Full Speed,"" Richard Thorpe, was from the United States [92m[1][0m.","The director of the 1925 film ""Full Speed,"" Richard Thorpe, was from the United States.","['The director of the 1925 film ""Full Speed,"" Richard Thorpe, was from the United States \x1b[92m[1]\x1b[0m.']","['The director of the 1925 film ""Full Speed,"" Richard Thorpe, was from the United States.']",{'0': {'citation_numbers': [1]}},No Failure,Gemini,,,,,,,,,97,6BBinbmBretqjJt,3,3,[6.36628413200378],[27.0205552577972],2024-09-04 18:38:14.966662+00,"[{""annotations"":[1],""sentence_id"":0}]","[{""coverage"":0,""sentence_id"":0}]",[True],3,3
