uuid,annotator_id,human_fluency_rating,human_utility_rating,op,query_id,t2v_precision,t2v_coverage,timestamp,precise_citations,is_covered
274,JnWOZNB21QHPObQ,3,3,Gemini,117,,,2024-09-18 00:37:01.355557+00,,
275,DO1DhOd0kwIHrgb,3,3,Post Hoc,129,,,2024-09-18 00:37:03.835605+00,,
276,DO1DhOd0kwIHrgb,2,1,Snippet,130,,,2024-09-18 00:37:13.091077+00,,
277,JDbKqDU0kVcpzSa,3,3,Quoted,94,,,2024-09-18 00:37:13.169003+00,,
278,6BBinbmBretqjJt,3,3,Abstractive,128,,,2024-09-18 00:37:23.063581+00,,
279,gKMqFz1xmDEbCM8,3,3,Snippet,88,,,2024-09-18 00:37:24.695735+00,,
280,6BBinbmBretqjJt,1,2,Snippet,129,,,2024-09-18 00:37:38.690567+00,,
281,JnWOZNB21QHPObQ,3,1,Snippet,118,,,2024-09-18 00:37:40.471783+00,,
282,DO1DhOd0kwIHrgb,3,3,Entailed,131,,,2024-09-18 00:37:43.322268+00,,
283,gKMqFz1xmDEbCM8,3,3,Paraphrased,89,,,2024-09-18 00:37:46.949936+00,,
284,DO1DhOd0kwIHrgb,3,3,Abstractive,132,,,2024-09-18 00:37:48.327905+00,,
285,6BBinbmBretqjJt,3,3,Gemini,130,,,2024-09-18 00:37:49.926078+00,,
286,JnWOZNB21QHPObQ,3,3,Entailed,119,,,2024-09-18 00:37:53.672822+00,,
287,DO1DhOd0kwIHrgb,3,3,Paraphrased,133,,,2024-09-18 00:37:54.782722+00,,
288,fSHVkyHSnBk9wvF,2,1,Snippet,92,,,2024-09-18 00:38:01.187958+00,,
289,6BBinbmBretqjJt,3,3,Post Hoc,131,,,2024-09-18 00:38:01.192401+00,,
290,DO1DhOd0kwIHrgb,3,3,Quoted,134,,,2024-09-18 00:38:01.756423+00,,
291,JnWOZNB21QHPObQ,3,3,Abstractive,120,,,2024-09-18 00:38:02.503642+00,,
292,DO1DhOd0kwIHrgb,3,3,Post Hoc,135,,,2024-09-18 00:38:06.970201+00,,
293,gKMqFz1xmDEbCM8,3,3,Quoted,91,,,2024-09-18 00:38:11.979176+00,,
294,DO1DhOd0kwIHrgb,3,1,Snippet,136,,,2024-09-18 00:38:13.790078+00,,
295,JnWOZNB21QHPObQ,3,3,Quoted,121,,,2024-09-18 00:38:17.342445+00,,
296,fSHVkyHSnBk9wvF,3,1,Paraphrased,93,,,2024-09-18 00:38:20.232841+00,,
297,DO1DhOd0kwIHrgb,3,2,Gemini,138,,,2024-09-18 00:38:21.551937+00,,
298,gKMqFz1xmDEbCM8,3,3,Entailed,94,,,2024-09-18 00:38:23.378021+00,,
299,JnWOZNB21QHPObQ,3,3,Gemini,122,,,2024-09-18 00:38:27.695173+00,,
300,gKMqFz1xmDEbCM8,3,3,Gemini,106,,,2024-09-18 00:38:33.044141+00,,
301,JnWOZNB21QHPObQ,3,3,Post Hoc,123,,,2024-09-18 00:38:34.863445+00,,
302,fSHVkyHSnBk9wvF,3,3,Entailed,97,,,2024-09-18 00:38:38.993117+00,,
303,JDbKqDU0kVcpzSa,3,3,Paraphrased,97,,,2024-09-18 00:38:42.695846+00,,
304,JnWOZNB21QHPObQ,3,3,Paraphrased,124,,,2024-09-18 00:38:42.774799+00,,
305,gKMqFz1xmDEbCM8,3,3,Post Hoc,109,,,2024-09-18 00:38:43.191396+00,,
306,6BBinbmBretqjJt,3,3,Entailed,132,,,2024-09-18 00:38:45.004934+00,,
307,JDbKqDU0kVcpzSa,3,3,Entailed,98,,,2024-09-18 00:38:55.869514+00,,
308,DO1DhOd0kwIHrgb,3,2,Snippet,137,,,2024-09-18 00:38:55.87472+00,,
309,6BBinbmBretqjJt,1,1,Snippet,133,,,2024-09-18 00:39:03.411271+00,,
310,DO1DhOd0kwIHrgb,3,3,Quoted,139,,,2024-09-18 00:39:05.714401+00,,
311,DO1DhOd0kwIHrgb,3,3,Entailed,140,,,2024-09-18 00:39:12.646908+00,,
312,JnWOZNB21QHPObQ,3,3,Snippet,125,,,2024-09-18 00:39:14.298045+00,,
313,JDbKqDU0kVcpzSa,3,1,Snippet,99,,,2024-09-18 00:39:14.636715+00,,
314,6BBinbmBretqjJt,3,3,Abstractive,134,,,2024-09-18 00:39:15.926476+00,,
315,JnWOZNB21QHPObQ,3,3,Gemini,126,,,2024-09-18 00:39:20.738731+00,,
316,DO1DhOd0kwIHrgb,3,3,Abstractive,141,,,2024-09-18 00:39:21.473073+00,,
317,fSHVkyHSnBk9wvF,3,2,Quoted,99,,,2024-09-18 00:39:21.483731+00,,
318,JDbKqDU0kVcpzSa,3,3,Quoted,100,,,2024-09-18 00:39:26.112596+00,,
319,JnWOZNB21QHPObQ,3,3,Entailed,127,,,2024-09-18 00:39:27.100466+00,,
320,6BBinbmBretqjJt,3,2,Paraphrased,135,,,2024-09-18 00:39:30.789786+00,,
321,JDbKqDU0kVcpzSa,3,3,Abstractive,101,,,2024-09-18 00:39:39.342171+00,,
322,6BBinbmBretqjJt,3,3,Gemini,136,,,2024-09-18 00:39:47.950653+00,,
323,gKMqFz1xmDEbCM8,3,3,Abstractive,90,,,2024-09-18 00:39:51.03832+00,,
324,JDbKqDU0kVcpzSa,3,3,Gemini,112,,,2024-09-18 00:39:51.955146+00,,
325,GtOfZ643zgjE0av,3,3,Abstractive,94,,,2024-09-18 00:40:00.93721+00,,
326,JDbKqDU0kVcpzSa,3,3,Post Hoc,114,,,2024-09-18 00:40:02.486039+00,,
327,6BBinbmBretqjJt,2,2,Quoted,137,,,2024-09-18 00:40:06.944027+00,,
328,JnWOZNB21QHPObQ,3,3,Entailed,128,,,2024-09-18 00:40:17.767436+00,,
329,6BBinbmBretqjJt,3,2,Post Hoc,138,,,2024-09-18 00:40:19.815154+00,,
330,JnWOZNB21QHPObQ,3,3,Abstractive,129,,,2024-09-18 00:40:25.517924+00,,
331,gKMqFz1xmDEbCM8,3,3,Quoted,95,,,2024-09-18 00:40:30.677433+00,,
332,JnWOZNB21QHPObQ,3,3,Quoted,130,,,2024-09-18 00:40:33.705427+00,,
333,GtOfZ643zgjE0av,3,3,Paraphrased,100,,,2024-09-18 00:40:42.798647+00,,
334,JnWOZNB21QHPObQ,3,2,Snippet,131,,,2024-09-18 00:40:47.759028+00,,
335,fSHVkyHSnBk9wvF,3,2,Quoted,102,,,2024-09-18 00:40:49.45303+00,,
336,gKMqFz1xmDEbCM8,3,3,Paraphrased,98,,,2024-09-18 00:40:53.092256+00,,
337,JnWOZNB21QHPObQ,3,3,Post Hoc,132,,,2024-09-18 00:40:53.677833+00,,
338,fSHVkyHSnBk9wvF,3,3,Snippet,103,,,2024-09-18 00:41:00.298512+00,,
339,JnWOZNB21QHPObQ,3,2,Gemini,133,,,2024-09-18 00:41:02.002642+00,,
340,gKMqFz1xmDEbCM8,3,3,Entailed,101,,,2024-09-18 00:41:03.749489+00,,
341,JnWOZNB21QHPObQ,3,3,Paraphrased,134,,,2024-09-18 00:41:12.825859+00,,
342,fSHVkyHSnBk9wvF,3,3,Entailed,104,,,2024-09-18 00:41:15.408069+00,,
343,GtOfZ643zgjE0av,3,3,Entailed,102,,,2024-09-18 00:41:16.819582+00,,
344,6BBinbmBretqjJt,2,2,Paraphrased,139,,,2024-09-18 00:41:27.449951+00,,
345,fSHVkyHSnBk9wvF,3,3,Paraphrased,105,,,2024-09-18 00:41:30.168012+00,,
346,6BBinbmBretqjJt,3,3,Post Hoc,140,,,2024-09-18 00:41:36.752843+00,,
347,GtOfZ643zgjE0av,3,3,Quoted,103,,,2024-09-18 00:41:38.44778+00,,
348,JnWOZNB21QHPObQ,3,3,Quoted,135,,,2024-09-18 00:41:41.706396+00,,
349,JDbKqDU0kVcpzSa,3,3,Abstractive,105,,,2024-09-18 00:41:42.104378+00,,
350,JDbKqDU0kVcpzSa,3,3,Paraphrased,106,,,2024-09-18 00:41:53.171289+00,,
351,DO1DhOd0kwIHrgb,3,2,Paraphrased,141,,,2024-09-18 00:41:54.324576+00,,
352,6BBinbmBretqjJt,1,2,Snippet,141,,,2024-09-18 00:41:54.772439+00,,
353,JnWOZNB21QHPObQ,3,3,Paraphrased,136,,,2024-09-18 00:42:00.510099+00,,
354,6BBinbmBretqjJt,3,3,Gemini,142,,,2024-09-18 00:42:02.6652+00,,
355,JDbKqDU0kVcpzSa,3,3,Quoted,107,,,2024-09-18 00:42:06.068969+00,,
356,DO1DhOd0kwIHrgb,3,2,Snippet,142,,,2024-09-18 00:42:07.174772+00,,
357,fSHVkyHSnBk9wvF,3,3,Abstractive,107,,,2024-09-18 00:42:09.666164+00,,
358,JnWOZNB21QHPObQ,3,3,Entailed,137,,,2024-09-18 00:42:15.206828+00,,
359,DO1DhOd0kwIHrgb,2,2,Quoted,143,,,2024-09-18 00:42:16.468336+00,,
360,JDbKqDU0kVcpzSa,3,3,Entailed,108,,,2024-09-18 00:42:20.991539+00,,
361,DO1DhOd0kwIHrgb,3,3,Entailed,144,,,2024-09-18 00:42:21.728985+00,,
362,fSHVkyHSnBk9wvF,3,3,Post Hoc,121,,,2024-09-18 00:42:22.417457+00,,
363,JnWOZNB21QHPObQ,3,3,Abstractive,138,,,2024-09-18 00:42:23.027963+00,,
364,DO1DhOd0kwIHrgb,3,3,Gemini,145,,,2024-09-18 00:42:26.951162+00,,
365,fSHVkyHSnBk9wvF,3,3,Gemini,134,,,2024-09-18 00:42:32.43767+00,,
366,JnWOZNB21QHPObQ,3,1,Snippet,139,,,2024-09-18 00:42:32.980333+00,,
367,gKMqFz1xmDEbCM8,3,3,Snippet,102,,,2024-09-18 00:42:33.537988+00,,
368,DO1DhOd0kwIHrgb,3,3,Post Hoc,146,,,2024-09-18 00:42:34.158266+00,,
369,JDbKqDU0kVcpzSa,3,1,Snippet,109,,,2024-09-18 00:42:36.329474+00,,
370,DO1DhOd0kwIHrgb,3,3,Abstractive,147,,,2024-09-18 00:42:40.329498+00,,
371,JnWOZNB21QHPObQ,3,3,Gemini,140,,,2024-09-18 00:42:41.677135+00,,
372,9Ubkv4RGHYPpLjF,3,3,Abstractive,100,,,2024-09-18 00:42:43.153682+00,,
373,JDbKqDU0kVcpzSa,3,3,Post Hoc,126,,,2024-09-18 00:42:46.745099+00,,
374,JnWOZNB21QHPObQ,3,2,Post Hoc,141,,,2024-09-18 00:42:49.02146+00,,
375,DO1DhOd0kwIHrgb,3,3,Gemini,148,,,2024-09-18 00:43:01.094632+00,,
376,JDbKqDU0kVcpzSa,3,3,Gemini,139,,,2024-09-18 00:43:01.561228+00,,
377,6BBinbmBretqjJt,2,3,Abstractive,143,,,2024-09-18 00:43:07.770094+00,,
378,DO1DhOd0kwIHrgb,3,2,Quoted,149,,,2024-09-18 00:43:12.859291+00,,
379,9Ubkv4RGHYPpLjF,2,3,Quoted,104,,,2024-09-18 00:43:14.209006+00,,
380,gKMqFz1xmDEbCM8,3,3,Post Hoc,118,,,2024-09-18 00:43:16.211661+00,,
381,JnWOZNB21QHPObQ,3,3,Quoted,142,,,2024-09-18 00:43:18.332835+00,,
382,6BBinbmBretqjJt,2,2,Quoted,144,,,2024-09-18 00:43:18.898493+00,,
383,DO1DhOd0kwIHrgb,3,3,Paraphrased,150,,,2024-09-18 00:43:19.698252+00,,
384,JnWOZNB21QHPObQ,3,3,Entailed,143,,,2024-09-18 00:43:23.890037+00,,
385,6BBinbmBretqjJt,3,3,Entailed,145,,,2024-09-18 00:43:26.717825+00,,
386,gKMqFz1xmDEbCM8,3,3,Gemini,129,,,2024-09-18 00:43:29.618891+00,,
387,JnWOZNB21QHPObQ,3,3,Paraphrased,144,,,2024-09-18 00:43:32.142486+00,,
388,DO1DhOd0kwIHrgb,2,3,Post Hoc,151,,,2024-09-18 00:43:32.486779+00,,
389,DO1DhOd0kwIHrgb,3,3,Entailed,152,,,2024-09-18 00:43:38.077593+00,,
390,JnWOZNB21QHPObQ,3,3,Abstractive,145,,,2024-09-18 00:43:39.815917+00,,
391,fSHVkyHSnBk9wvF,3,3,Abstractive,110,,,2024-09-18 00:43:41.781779+00,,
392,GtOfZ643zgjE0av,2,1,Snippet,104,,,2024-09-18 00:43:51.080672+00,,
393,DO1DhOd0kwIHrgb,1,1,Snippet,153,,,2024-09-18 00:43:54.430718+00,,
394,JnWOZNB21QHPObQ,3,3,Snippet,146,,,2024-09-18 00:43:58.698463+00,,
395,DO1DhOd0kwIHrgb,3,3,Abstractive,154,,,2024-09-18 00:44:00.511585+00,,
396,GtOfZ643zgjE0av,3,3,Post Hoc,120,,,2024-09-18 00:44:02.123941+00,,
397,JnWOZNB21QHPObQ,3,3,Post Hoc,147,,,2024-09-18 00:44:06.057094+00,,
398,fSHVkyHSnBk9wvF,1,3,Snippet,111,,,2024-09-18 00:44:06.062129+00,,
399,GtOfZ643zgjE0av,3,3,Gemini,131,,,2024-09-18 00:44:13.575269+00,,
400,JDbKqDU0kVcpzSa,3,3,Paraphrased,110,,,2024-09-18 00:44:14.027259+00,,
401,9Ubkv4RGHYPpLjF,3,3,Paraphrased,107,,,2024-09-18 00:44:17.732521+00,,
402,DO1DhOd0kwIHrgb,3,2,Quoted,155,,,2024-09-18 00:44:24.49618+00,,
403,6BBinbmBretqjJt,3,3,Entailed,146,,,2024-09-18 00:44:28.900694+00,,
404,DO1DhOd0kwIHrgb,3,1,Paraphrased,156,,,2024-09-18 00:44:31.654659+00,,
405,gKMqFz1xmDEbCM8,3,3,Paraphrased,111,,,2024-09-18 00:44:37.762999+00,,
406,9Ubkv4RGHYPpLjF,2,2,Snippet,110,,,2024-09-18 00:44:39.488457+00,,
407,DO1DhOd0kwIHrgb,3,3,Gemini,157,,,2024-09-18 00:44:39.901406+00,,
408,JDbKqDU0kVcpzSa,3,2,Quoted,111,,,2024-09-18 00:44:41.711791+00,,
409,DO1DhOd0kwIHrgb,3,3,Abstractive,158,,,2024-09-18 00:44:46.362637+00,,
410,gKMqFz1xmDEbCM8,3,3,Abstractive,112,,,2024-09-18 00:44:50.700061+00,,
411,6BBinbmBretqjJt,1,2,Snippet,147,,,2024-09-18 00:44:51.434744+00,,
412,JDbKqDU0kVcpzSa,3,1,Snippet,113,,,2024-09-18 00:44:52.523354+00,,
413,fSHVkyHSnBk9wvF,3,3,Abstractive,113,,,2024-09-18 00:44:52.931332+00,,
414,JnWOZNB21QHPObQ,3,2,Snippet,148,,,2024-09-18 00:44:56.369825+00,,
415,DO1DhOd0kwIHrgb,3,1,Entailed,159,,,2024-09-18 00:45:00.074902+00,,
416,9Ubkv4RGHYPpLjF,3,3,Entailed,113,,,2024-09-18 00:45:02.529008+00,,
417,JnWOZNB21QHPObQ,3,3,Entailed,149,,,2024-09-18 00:45:03.459782+00,,
418,6BBinbmBretqjJt,2,2,Quoted,148,,,2024-09-18 00:45:04.43643+00,,
419,JDbKqDU0kVcpzSa,3,3,Entailed,115,,,2024-09-18 00:45:05.508786+00,,
420,DO1DhOd0kwIHrgb,3,1,Snippet,160,,,2024-09-18 00:45:11.82619+00,,
421,JnWOZNB21QHPObQ,3,3,Quoted,150,,,2024-09-18 00:45:13.250773+00,,
422,JDbKqDU0kVcpzSa,3,3,Abstractive,116,,,2024-09-18 00:45:16.723643+00,,
423,DO1DhOd0kwIHrgb,3,3,Post Hoc,161,,,2024-09-18 00:45:17.593874+00,,
424,JnWOZNB21QHPObQ,3,3,Abstractive,151,,,2024-09-18 00:45:18.79465+00,,
425,fSHVkyHSnBk9wvF,3,3,Paraphrased,114,,,2024-09-18 00:45:21.523471+00,,
426,6BBinbmBretqjJt,2,2,Paraphrased,149,,,2024-09-18 00:45:24.755216+00,,
427,9Ubkv4RGHYPpLjF,3,3,Post Hoc,127,,,2024-09-18 00:45:25.811765+00,,
428,JDbKqDU0kVcpzSa,3,3,Post Hoc,133,,,2024-09-18 00:45:28.501205+00,,
429,JnWOZNB21QHPObQ,3,3,Paraphrased,152,,,2024-09-18 00:45:29.670386+00,,
430,fSHVkyHSnBk9wvF,3,3,Quoted,116,,,2024-09-18 00:45:32.10961+00,,
431,9Ubkv4RGHYPpLjF,3,2,Gemini,141,,,2024-09-18 00:45:36.002805+00,,
432,JnWOZNB21QHPObQ,3,3,Gemini,153,,,2024-09-18 00:45:37.93334+00,,
433,fSHVkyHSnBk9wvF,3,3,Entailed,118,,,2024-09-18 00:45:40.915821+00,,
434,JnWOZNB21QHPObQ,3,3,Post Hoc,154,,,2024-09-18 00:45:43.013524+00,,
435,6BBinbmBretqjJt,3,3,Post Hoc,150,,,2024-09-18 00:45:48.845584+00,,
436,fSHVkyHSnBk9wvF,1,1,Snippet,119,,,2024-09-18 00:45:49.779612+00,,
437,fSHVkyHSnBk9wvF,3,3,Post Hoc,137,,,2024-09-18 00:45:57.963716+00,,
438,fSHVkyHSnBk9wvF,3,3,Gemini,154,,,2024-09-18 00:46:04.820247+00,,
439,JDbKqDU0kVcpzSa,3,3,Gemini,147,,,2024-09-18 00:46:06.155025+00,,
440,9Ubkv4RGHYPpLjF,2,2,Snippet,116,,,2024-09-18 00:46:10.716165+00,,
441,DO1DhOd0kwIHrgb,3,3,Gemini,162,,,2024-09-18 00:46:16.113984+00,,
442,JnWOZNB21QHPObQ,3,1,Snippet,155,,,2024-09-18 00:46:19.350782+00,,
443,DO1DhOd0kwIHrgb,3,3,Quoted,163,,,2024-09-18 00:46:21.29802+00,,
444,9Ubkv4RGHYPpLjF,3,2,Quoted,117,,,2024-09-18 00:46:22.683447+00,,
445,DO1DhOd0kwIHrgb,3,3,Entailed,164,,,2024-09-18 00:46:27.713983+00,,
446,9Ubkv4RGHYPpLjF,3,3,Paraphrased,118,,,2024-09-18 00:46:33.138267+00,,
447,DO1DhOd0kwIHrgb,3,3,Abstractive,165,,,2024-09-18 00:46:33.193007+00,,
448,JnWOZNB21QHPObQ,2,3,Quoted,156,,,2024-09-18 00:46:37.393227+00,,
449,DO1DhOd0kwIHrgb,3,3,Post Hoc,166,,,2024-09-18 00:46:39.100895+00,,
450,9Ubkv4RGHYPpLjF,3,3,Abstractive,119,,,2024-09-18 00:46:42.354214+00,,
451,JnWOZNB21QHPObQ,3,3,Abstractive,157,,,2024-09-18 00:46:44.783308+00,,
452,DO1DhOd0kwIHrgb,2,1,Snippet,167,,,2024-09-18 00:46:46.894291+00,,
453,6BBinbmBretqjJt,3,3,Gemini,151,,,2024-09-18 00:46:48.284394+00,,
454,9Ubkv4RGHYPpLjF,3,3,Entailed,120,,,2024-09-18 00:46:52.669636+00,,
455,JnWOZNB21QHPObQ,3,3,Entailed,158,,,2024-09-18 00:46:52.797837+00,,
456,6BBinbmBretqjJt,3,3,Abstractive,152,,,2024-09-18 00:46:58.88323+00,,
457,DO1DhOd0kwIHrgb,3,3,Paraphrased,168,,,2024-09-18 00:46:59.52379+00,,
458,JnWOZNB21QHPObQ,3,3,Gemini,159,,,2024-09-18 00:47:00.335122+00,,
459,9Ubkv4RGHYPpLjF,3,3,Post Hoc,139,,,2024-09-18 00:47:07.166225+00,,
460,JDbKqDU0kVcpzSa,3,3,Abstractive,117,,,2024-09-18 00:47:13.325936+00,,
461,9Ubkv4RGHYPpLjF,3,3,Gemini,155,,,2024-09-18 00:47:17.720818+00,,
462,fSHVkyHSnBk9wvF,3,2,Paraphrased,117,,,2024-09-18 00:47:20.318226+00,,
463,JnWOZNB21QHPObQ,3,3,Abstractive,160,,,2024-09-18 00:47:29.997532+00,,
464,JDbKqDU0kVcpzSa,3,3,Quoted,118,,,2024-09-18 00:47:30.029825+00,,
465,fSHVkyHSnBk9wvF,3,3,Quoted,120,,,2024-09-18 00:47:34.755831+00,,
466,JnWOZNB21QHPObQ,3,3,Entailed,161,,,2024-09-18 00:47:38.260123+00,,
467,JnWOZNB21QHPObQ,3,3,Paraphrased,162,,,2024-09-18 00:47:46.213125+00,,
468,fSHVkyHSnBk9wvF,3,3,Entailed,122,,,2024-09-18 00:47:48.050371+00,,
469,9Ubkv4RGHYPpLjF,3,3,Paraphrased,121,,,2024-09-18 00:47:53.290222+00,,
470,JnWOZNB21QHPObQ,3,3,Gemini,163,,,2024-09-18 00:47:54.459714+00,,
471,JnWOZNB21QHPObQ,3,3,Quoted,164,,,2024-09-18 00:48:03.143148+00,,
472,fSHVkyHSnBk9wvF,3,3,Abstractive,123,,,2024-09-18 00:48:03.583654+00,,
473,JnWOZNB21QHPObQ,3,3,Snippet,165,,,2024-09-18 00:48:12.477455+00,,
474,JDbKqDU0kVcpzSa,3,3,Paraphrased,119,,,2024-09-18 00:48:14.541137+00,,
475,fSHVkyHSnBk9wvF,1,1,Snippet,124,,,2024-09-18 00:48:22.342293+00,,
476,JnWOZNB21QHPObQ,3,2,Post Hoc,167,,,2024-09-18 00:48:22.670539+00,,
477,JDbKqDU0kVcpzSa,3,3,Snippet,121,,,2024-09-18 00:48:35.203943+00,,
478,fSHVkyHSnBk9wvF,3,3,Post Hoc,145,,,2024-09-18 00:48:42.3396+00,,
479,JDbKqDU0kVcpzSa,3,3,Entailed,123,,,2024-09-18 00:48:46.972796+00,,
480,JnWOZNB21QHPObQ,3,3,Gemini,166,,,2024-09-18 00:48:49.900711+00,,
481,fSHVkyHSnBk9wvF,3,3,Gemini,158,,,2024-09-18 00:48:52.508083+00,,
482,JDbKqDU0kVcpzSa,3,3,Post Hoc,148,,,2024-09-18 00:48:56.471125+00,,
483,JnWOZNB21QHPObQ,3,3,Post Hoc,168,,,2024-09-18 00:48:58.998427+00,,
484,JDbKqDU0kVcpzSa,3,3,Gemini,160,,,2024-09-18 00:49:05.158927+00,,
485,JnWOZNB21QHPObQ,3,3,Quoted,169,,,2024-09-18 00:49:05.271403+00,,
486,JnWOZNB21QHPObQ,3,3,Entailed,170,,,2024-09-18 00:49:12.126466+00,,
487,6BBinbmBretqjJt,2,2,Paraphrased,153,,,2024-09-18 00:49:16.754211+00,,
488,DO1DhOd0kwIHrgb,3,2,Snippet,169,,,2024-09-18 00:49:28.025007+00,,
489,6BBinbmBretqjJt,2,2,Snippet,154,,,2024-09-18 00:49:32.394769+00,,
490,6BBinbmBretqjJt,3,3,Entailed,155,,,2024-09-18 00:49:40.746203+00,,
491,JnWOZNB21QHPObQ,3,1,Snippet,171,,,2024-09-18 00:49:41.740539+00,,
492,DO1DhOd0kwIHrgb,3,2,Paraphrased,170,,,2024-09-18 00:49:43.605404+00,,
493,DO1DhOd0kwIHrgb,3,3,Gemini,171,,,2024-09-18 00:49:50.852086+00,,
494,fSHVkyHSnBk9wvF,3,3,Paraphrased,125,,,2024-09-18 00:50:03.784603+00,,
495,9Ubkv4RGHYPpLjF,2,2,Snippet,122,,,2024-09-18 00:50:05.027563+00,,
496,DO1DhOd0kwIHrgb,3,3,Post Hoc,172,,,2024-09-18 00:50:06.441873+00,,
497,JnWOZNB21QHPObQ,3,2,Paraphrased,172,,,2024-09-18 00:50:07.710197+00,,
498,DO1DhOd0kwIHrgb,3,3,Entailed,173,,,2024-09-18 00:50:12.721943+00,,
499,JnWOZNB21QHPObQ,3,3,Abstractive,173,,,2024-09-18 00:50:16.560865+00,,
500,JDbKqDU0kVcpzSa,3,3,Abstractive,122,,,2024-09-18 00:50:16.641269+00,,
501,9Ubkv4RGHYPpLjF,2,2,Quoted,123,,,2024-09-18 00:50:17.095476+00,,
502,DO1DhOd0kwIHrgb,3,3,Abstractive,174,,,2024-09-18 00:50:18.898716+00,,
503,6BBinbmBretqjJt,3,3,Abstractive,156,,,2024-09-18 00:50:27.447483+00,,
504,DO1DhOd0kwIHrgb,3,3,Quoted,175,,,2024-09-18 00:50:27.81956+00,,
505,fSHVkyHSnBk9wvF,3,3,Quoted,126,,,2024-09-18 00:50:27.832017+00,,
506,6BBinbmBretqjJt,2,2,Quoted,157,,,2024-09-18 00:50:36.453397+00,,
507,fSHVkyHSnBk9wvF,1,1,Snippet,127,,,2024-09-18 00:50:36.952642+00,,
508,JDbKqDU0kVcpzSa,3,3,Quoted,124,,,2024-09-18 00:50:39.140209+00,,
509,6BBinbmBretqjJt,3,3,Post Hoc,159,,,2024-09-18 00:50:46.944914+00,,
510,JDbKqDU0kVcpzSa,3,3,Paraphrased,127,,,2024-09-18 00:50:53.603939+00,,
511,6BBinbmBretqjJt,3,3,Gemini,165,,,2024-09-18 00:50:57.17359+00,,
512,DO1DhOd0kwIHrgb,3,3,Entailed,176,,,2024-09-18 00:51:00.717219+00,,
513,fSHVkyHSnBk9wvF,3,3,Entailed,129,,,2024-09-18 00:51:00.75137+00,,
514,DO1DhOd0kwIHrgb,3,3,Paraphrased,177,,,2024-09-18 00:51:09.076993+00,,
515,gKMqFz1xmDEbCM8,3,3,Abstractive,121,,,2024-09-18 00:51:09.705099+00,,
516,fSHVkyHSnBk9wvF,3,3,Abstractive,130,,,2024-09-18 00:51:18.925835+00,,
517,DO1DhOd0kwIHrgb,3,3,Abstractive,178,,,2024-09-18 00:51:20.116525+00,,
518,JDbKqDU0kVcpzSa,3,1,Snippet,128,,,2024-09-18 00:51:24.927387+00,,
519,gKMqFz1xmDEbCM8,3,3,Paraphrased,122,,,2024-09-18 00:51:27.677028+00,,
520,fSHVkyHSnBk9wvF,3,3,Post Hoc,155,,,2024-09-18 00:51:29.108022+00,,
521,DO1DhOd0kwIHrgb,2,1,Snippet,179,,,2024-09-18 00:51:32.285706+00,,
522,fSHVkyHSnBk9wvF,3,3,Gemini,168,,,2024-09-18 00:51:35.700406+00,,
523,JDbKqDU0kVcpzSa,3,3,Entailed,130,,,2024-09-18 00:51:35.811803+00,,
524,DO1DhOd0kwIHrgb,3,3,Gemini,180,,,2024-09-18 00:51:37.190734+00,,
525,DO1DhOd0kwIHrgb,3,3,Quoted,181,,,2024-09-18 00:51:44.099517+00,,
526,JDbKqDU0kVcpzSa,3,3,Post Hoc,156,,,2024-09-18 00:51:47.335871+00,,
527,DO1DhOd0kwIHrgb,3,3,Post Hoc,182,,,2024-09-18 00:51:49.149456+00,,
528,gKMqFz1xmDEbCM8,3,3,Snippet,126,,,2024-09-18 00:51:55.5866+00,,
529,JDbKqDU0kVcpzSa,3,3,Gemini,169,,,2024-09-18 00:51:59.902736+00,,
530,gKMqFz1xmDEbCM8,3,3,Quoted,131,,,2024-09-18 00:52:03.605682+00,,
531,gKMqFz1xmDEbCM8,3,3,Entailed,133,,,2024-09-18 00:52:14.366497+00,,
532,DO1DhOd0kwIHrgb,3,1,Snippet,183,,,2024-09-18 00:52:15.906862+00,,
533,gKMqFz1xmDEbCM8,3,3,Post Hoc,157,,,2024-09-18 00:52:23.001738+00,,
534,9Ubkv4RGHYPpLjF,3,3,Abstractive,125,,,2024-09-18 00:52:28.862664+00,,
535,DO1DhOd0kwIHrgb,3,1,Paraphrased,184,,,2024-09-18 00:52:30.031799+00,,
536,gKMqFz1xmDEbCM8,3,3,Gemini,170,,,2024-09-18 00:52:33.470766+00,,
537,DO1DhOd0kwIHrgb,3,3,Abstractive,185,,,2024-09-18 00:52:36.083958+00,,
538,9Ubkv4RGHYPpLjF,3,2,Entailed,126,,,2024-09-18 00:52:39.082216+00,,
539,DO1DhOd0kwIHrgb,3,3,Gemini,186,,,2024-09-18 00:52:45.818256+00,,
540,9Ubkv4RGHYPpLjF,3,2,Post Hoc,152,,,2024-09-18 00:52:48.859685+00,,
541,DO1DhOd0kwIHrgb,3,3,Entailed,187,,,2024-09-18 00:52:54.70164+00,,
542,9Ubkv4RGHYPpLjF,3,2,Gemini,161,,,2024-09-18 00:53:00.32351+00,,
543,DO1DhOd0kwIHrgb,3,3,Post Hoc,188,,,2024-09-18 00:53:03.56772+00,,
544,DO1DhOd0kwIHrgb,3,1,Quoted,189,,,2024-09-18 00:53:14.794895+00,,
545,fSHVkyHSnBk9wvF,3,3,Paraphrased,131,,,2024-09-18 00:53:25.175875+00,,
